station,name,lon,lat,trafic,main,ratpId,ratpx,ratpy,corr
229,Porte d'Orléans,2.325363,48.82319,2675992,610,1720,3819,6506,0
230,Porte Maillot,2.28022903203964,48.8786838236096,8852329,611,1716,1544,2923,0
231,Pré-Saint-Gervais,2.39891409873962,48.8802502041376,451729,612,1737,6662,2707,0
232,Pyramides,2.33466982841491,48.8658722356385,5084082,613,1738,3384,3871,1
233,Pyrénées,2.3852589726448,48.873875011193,3279317,614,55330,5916,2999,0
234,Quai de La Gare,2.372773,48.837069,3085406,615,1742,5636,6030,0
235,Quai de La Rapée,2.3658263683319,48.8465392658689,1201924,616,1743,5179,5107,0
236,Quatre-Septembre,2.336633,48.869574,1751431,617,1744,3580,3739,0
237,Rambuteau,2.353905,48.861951,4491306,618,1745,4748,4007,0
238,Ranelagh,2.26963430643081,48.855019867415,2315446,619,1659,1088,4859,0
239,Raspail,2.33060628175735,48.8391941338031,1785546,620,1660,3948,5727,1
240,Réaumur — Sébastopol,2.35238850116729,48.866246291581,5860077,621,1676,4508,3851,1
241,Rennes,2.32776314020156,48.8481931400387,1307167,622,1661,3456,5191,0
242,République,2.36358404159545,48.8669873375501,17095806,623,1679,5243,3538,1
243,Reuilly — Diderot,2.386447,48.847014,5451933,624,1662,5872,5034,1
244,Richard-Lenoir,2.371843,48.859772,1640016,625,1664,5504,4131,0
245,Richelieu — Drouot,2.33874142169952,48.8719873466008,5297670,626,1665,3800,3407,1
246,Riquet,2.37357795238494,48.8878803158332,2519241,627,1666,5492,2252,0
247,Robespierre,2.423678,48.855683,4317097,628,1667,6916,4283,0
248,Rome,2.322052,48.882425,2747395,629,1670,2896,2431,0
249,Rue de la Pompe,2.2790515422821,48.8639119250494,3081914,630,1672,1152,4199,0
250,Rue des Boulets,2.39015132188796,48.8518113508858,2669336,631,1673,6171,4507,0
251,Rue du Bac,2.32560664415359,48.8556904884524,2563169,632,1674,3116,4848,0
252,Rue Saint-Maur,2.379448,48.864335,2846171,633,1693,6000,3795,0
253,Saint-Ambroise,2.37421095371246,48.8612951171764,2758716,634,1680,5732,4087,0
254,Saint-Augustin,2.3221331834793,48.8744412966822,2923768,635,1681,2964,3266,0
255,Saint-Denis — Porte de Paris,2.35776901245117,48.9302110355757,3517853,636,22439,4149,990,0
256,Saint-Denis — Université,2.363674,48.945799,5365746,637,50399,4877,669,0
257,Saint-Fargeau,2.40451991558074,48.8720826136232,979912,638,1684,6924,3243,0
258,Saint-François-Xavier,2.31447547674179,48.851950779145,1850407,639,1685,2700,5091,0
259,Saint-Georges,2.33738154172897,48.8784492150952,1254251,640,1686,3924,2667,0
260,Saint-Germain-des-Prés,2.3332804441452,48.853773900269,4548167,641,1687,3612,4875,0
261,Saint-Jacques,2.3370811343193,48.8329125824894,1937457,642,1688,4238,6030,0
262,Saint-Lazare,2.32561,48.875684,46790941,643,1689,2940,3279,1
263,Saint-Mandé,2.419019,48.846241,5973612,644,1690,6904,4991,0
264,Saint-Marcel,2.36041635274887,48.837988377143,2023002,645,1691,5160,5691,0
265,Saint-Michel,2.34392881393432,48.8536503607602,9159024,646,1694,4000,4743,0
266,Saint-Paul,2.360859,48.855214,6265848,647,1695,4820,4471,0
267,Saint-Philippe-du-Roule,2.31003642082214,48.8719414772291,2813350,648,1696,2664,3563,0
268,Saint-Placide,2.32691287994384,48.8468446277515,3404889,649,1697,3528,5351,0
269,Saint-Sébastien — Froissart,2.36735790967941,48.860479873286,1680231,650,1699,5128,4107,0
270,Saint-Sulpice,2.33048155903816,48.8511168511783,2432022,651,1698,3528,5087,0
271,Ségur,2.30685263872146,48.8474341650778,1627318,652,1631,2684,5411,0
272,Sentier,2.346387,48.867569,3318660,653,1702,4132,3831,0
273,Sèvres — Babylone,2.32665538787841,48.8515095491469,5618445,654,1632,3284,5015,1
274,Sèvres — Lecourbe,2.30947583913803,48.8456337598592,2416242,655,1633,2764,5547,0
275,Simplon,2.34820157289505,48.8933808230071,2996051,656,1621,4260,1824,0
276,Solférino,2.32322484254837,48.8582493546056,2449915,657,1622,2932,4667,0
277,Stalingrad,2.36582368612289,48.8842629484564,6906194,658,1627,5433,2436,1
278,Strasbourg — Saint-Denis,2.35400855541229,48.8695914977654,7346063,659,1628,4690,3414,1
279,Sully — Morland,2.36189424991607,48.8514248325423,1606960,660,1630,4808,4723,0
280,Télégraphe,2.39843398332595,48.8754627113095,2160412,661,55329,6744,2999,0
281,Temple,2.360595,48.866488,1268036,662,1634,5084,3571,0
282,Ternes,2.298671,48.878178,3930362,663,1635,2166,3149,0
283,Tolbiac,2.357678,48.826665,3612890,664,1636,4832,6307,0
284,Trinité — d'Estienne-d'Orves,2.33319729566574,48.8763024078877,2192391,665,1638,3440,2951,0
285,Trocadéro,2.28706061840057,48.8633014076007,8455619,666,1639,1480,4199,1
286,Tuileries,2.329617,48.864531,2473945,667,1640,3060,4199,0
287,Vaneau,2.3215565085411,48.8489468084418,928476,668,1643,3116,5179,0
288,Varenne,2.31492072343826,48.8562375673817,1517830,669,1644,2588,4707,0
289,Vaugirard,2.301491,48.839649,3853128,670,1645,2648,6074,0
290,Vavin,2.32894867658615,48.8422322294175,2242491,671,1646,3756,5627,0
291,Victor Hugo,2.285199,48.869817,3966843,672,1648,1588,3655,0
292,Villejuif — Léo Lagrange,2.36392736434936,48.8037684557526,2392154,673,1650,4836,6994,0
293,Villejuif — Louis Aragon,2.36756443977355,48.7871754765213,5650185,674,1649,4836,7154,0
294,Villejuif — Paul Vaillant-Couturier,2.36824840307235,48.7959912353034,2118126,675,1651,4836,6994,0
295,Villiers,2.31486707925796,48.8811303896865,6193182,676,1654,2700,2623,1
296,Volontaires,2.30750441551208,48.8413425331068,2547550,677,1656,2836,5883,0
297,Voltaire,2.38010644912719,48.8578028860006,5273953,678,1657,5884,4239,0
298,Wagram,2.303668,48.884057,2575735,679,1658,2476,2400,0
